Country_Code,Total_Points,Previous_Rank,Year
MDV,194,154,2017
MRI,191,145,2017
LIB,189,147,2017
YEM,184,148,2017
TAH,184,148,2017
CHA,179,152,2017
AFG,179,146,2017
STP,177,153,2017
CUB,175,151,2017
BRB,163,155,2017
TAN,155,156,2017
TPE,153,157,2017
GRN,150,158,2017
MYA,148,159,2017
ARU,147,160,2017
MAS,143,161,2017
MKD,142,162,2017
BLZ,141,163,2017
MDA,138,164,2017
SGP,136,165,2017
KOS,135,165,2017
LAO,134,167,2017
KUW,123,171,2017
SSD,123,168,2017
NCL,123,168,2017
PNG,122,170,2017
CAM,121,173,2017
IDN,120,171,2017
DMA,113,174,2017
NEP,112,181,2017
BHU,110,177,2017
GAM,106,175,2017
VAN,106,175,2017
LCA,103,177,2017
VIN,102,179,2017
FIJ,102,179,2017
GUM,89,182,2017
MLT,85,183,2017
MAC,82,184,2017
SEY,78,186,2017
SOL,77,187,2017
BER,77,187,2017
LIE,75,189,2017
BRU,74,190,2017
BAN,69,185,2017
TLS,64,191,2017
SAM,64,191,2017
ASA,64,191,2017
COK,64,191,2017
VIR,44,195,2017
SRI,43,195,2017
PAK,40,197,2017
MNG,38,198,2017
MSR,30,199,2017
CAY,21,200,2017
TCA,20,201,2017
SMR,17,202,2017
AND,12,203,2017
VGB,11,204,2017
GER,1602,1,2018
BRA,1483,2,2018
POR,1358,3,2018
ARG,1348,4,2018
BEL,1325,5,2018
ESP,1231,6,2018
POL,1209,7,2018
SUI,1190,8,2018
FRA,1183,9,2018
CHI,1147,10,2018
PER,1128,11,2018
DEN,1099,12,2018
COL,1078,13,2018
ITA,1052,14,2018
CRO,1048,17,2018
ENG,1047,15,2018
MEX,1032,16,2018
SWE,1000,18,2018
WAL,985,19,2018
ISL,959,22,2018
NED,952,20,2018
URU,924,21,2018
TUN,915,27,2018
SEN,875,23,2018
USA,867,24,2018
NIR,867,24,2018
CRC,831,26,2018
SVK,817,28,2018
AUT,815,29,2018
EGY,814,31,2018
PAR,812,30,2018
IRL,798,32,2018
SCO,798,32,2018
IRN,797,32,2018
UKR,781,35,2018
AUS,763,38,2018
SRB,756,36,2018
BIH,753,37,2018
MAR,748,40,2018
ROU,737,41,2018
TUR,735,42,2018
BUL,719,43,2018
COD,715,39,2018
BFA,709,44,2018
CMR,707,45,2018
MNE,681,46,2018
GRE,680,47,2018
CZE,677,48,2018
BOL,674,49,2018
GHA,659,50,2018
NGA,651,51,2018
VEN,639,52,2018
PAN,636,55,2018
HUN,630,53,2018
JAM,625,54,2018
JPN,598,57,2018
ALG,585,58,2018
NOR,572,59,2018
KOR,569,60,2018
ALB,553,62,2018
CIV,544,61,2018
RUS,534,64,2018
CPV,530,67,2018
SVN,529,69,2018
KSA,522,63,2018
GUI,510,65,2018
HON,509,68,2018
ECU,508,70,2018
FIN,508,66,2018
CHN,504,71,2018
MLI,477,72,2018
ZAM,466,74,2018
UGA,446,75,2018
MKD,446,76,2018
PLE,443,80,2018
SYR,442,77,2018
UZB,441,78,2018
UAE,436,73,2018
RSA,436,81,2018
TRI,430,87,2018
BEN,427,82,2018
IRQ,410,79,2018
GNB,409,86,2018
LUX,407,83,2018
LIB,407,85,2018
CUW,407,83,2018
HAI,403,56,2018
EST,399,89,2018
LBY,389,88,2018
SLV,383,100,2018
ARM,383,90,2018
CYP,373,91,2018
GAB,372,93,2018
BLR,372,92,2018
CAN,371,94,2018
CGO,369,96,2018
FRO,364,95,2018
SLE,360,97,2018
ISR,355,98,2018
MTN,340,99,2018
OMA,335,101,2018
IND,333,105,2018
QAT,327,102,2018
GEO,322,104,2018
KEN,317,106,2018
NIG,311,108,2018
ZIM,311,103,2018
MOZ,310,110,2018
MAD,309,108,2018
SKN,303,111,2018
NAM,300,118,2018
VIE,298,112,2018
JOR,294,107,2018
TKM,292,114,2018
NCA,287,119,2018
KGZ,282,115,2018
RWA,282,113,2018
AZE,281,117,2018
PRK,269,126,2018
NZL,267,121,2018
CTA,266,122,2018
BHR,264,115,2018
PHI,263,124,2018
SDN,260,136,2018
MWI,260,125,2018
TJK,255,126,2018
TOG,247,122,2018
GUA,242,129,2018
THA,236,130,2018
COM,235,131,2018
LVA,233,132,2018
SWZ,228,133,2018
LBR,224,134,2018
TPE,223,135,2018
KAZ,220,137,2018
AND,215,138,2018
ETH,213,143,2018
YEM,212,120,2018
ATG,209,139,2018
MYA,203,140,2018
EQG,202,146,2018
ANG,200,141,2018
BDI,197,142,2018
HKG,189,144,2018
LES,188,145,2018
TAN,182,147,2018
LTU,179,149,2018
AFG,176,148,2018
BOT,172,150,2018
MDV,154,155,2018
SOL,152,151,2018
TAH,149,152,2018
SSD,148,153,2018
NCL,146,154,2018
BRB,144,155,2018
VAN,141,157,2018
MRI,134,159,2018
PNG,126,160,2018
GRN,125,161,2018
IDN,121,162,2018
SUR,121,128,2018
DOM,121,162,2018
GAM,120,164,2018
GUY,117,165,2018
NEP,115,171,2018
MDA,112,167,2018
PUR,112,166,2018
FIJ,110,168,2018
CHA,110,168,2018
DMA,110,168,2018
BLZ,105,158,2018
CAM,103,173,2018
SGP,101,172,2018
KUW,100,189,2018
MAS,99,174,2018
VIN,99,174,2018
LCA,99,174,2018
KOS,97,177,2018
STP,94,178,2018
ARU,92,179,2018
CUB,88,180,2018
LIE,86,181,2018
LAO,82,182,2018
BER,72,183,2018
MLT,66,184,2018
MAC,65,185,2018
DJI,64,186,2018
BHU,57,187,2018
MNG,55,187,2018
BRU,45,190,2018
TLS,44,191,2018
SEY,43,192,2018
GUM,43,192,2018
ASA,38,194,2018
COK,38,194,2018
SAM,38,194,2018
BAN,30,197,2018
VIR,26,198,2018
MSR,20,199,2018
SRI,16,200,2018
PAK,15,201,2018
TCA,13,202,2018
CAY,13,202,2018
SMR,11,204,2018
VGB,6,205,2018
BEL,1727,1,2019
FRA,1726,2,2019
BRA,1676,3,2019
CRO,1634,4,2019
ENG,1631,5,2019
POR,1614,6,2019
URU,1609,7,2019
SUI,1599,8,2019
ESP,1591,9,2019
DEN,1589,10,2019
ARG,1582,11,2019
COL,1575,12,2019
CHI,1565,13,2019
SWE,1560,14,2019
NED,1560,14,2019
GER,1558,16,2019
MEX,1540,17,2019
ITA,1539,18,2019
WAL,1525,19,2019
POL,1518,20,2019
PER,1518,20,2019
IRN,1516,29,2019
AUT,1509,22,2019
SEN,1505,23,2019
USA,1501,25,2019
ROU,1501,24,2019
JPN,1495,50,2019
TUN,1493,26,2019
SVK,1483,27,2019
UKR,1482,28,2019
SRB,1481,29,2019
VEN,1478,31,2019
PAR,1476,32,2019
IRL,1474,33,2019
BIH,1472,34,2019
NIR,1465,35,2019
CRC,1461,36,2019
KOR,1451,53,2019
ISL,1451,37,2019
SCO,1446,38,2019
TUR,1443,39,2019
AUS,1441,41,2019
MAR,1440,40,2019
CZE,1435,42,2019
GRE,1428,43,2019
NGA,1427,44,2019
MNE,1427,44,2019
BUL,1425,46,2019
NOR,1425,46,2019
RUS,1424,48,2019
COD,1420,49,2019
HUN,1412,51,2019
GHA,1412,51,2019
JAM,1404,54,2019
QAT,1398,93,2019
CMR,1394,55,2019
EGY,1393,56,2019
ECU,1382,57,2019
FIN,1375,58,2019
BOL,1374,59,2019
ALB,1372,60,2019
BFA,1371,61,2019
SVN,1369,62,2019
HON,1369,62,2019
MLI,1363,64,2019
CIV,1356,65,2019
UAE,1355,79,2019
GUI,1354,66,2019
ALG,1349,67,2019
KSA,1344,69,2019
MKD,1343,68,2019
CHN,1339,76,2019
SLV,1327,70,2019
RSA,1325,72,2019
CPV,1325,72,2019
PAN,1324,71,2019
UGA,1320,75,2019
BLR,1317,76,2019
CAN,1314,78,2019
IRQ,1310,88,2019
CUW,1306,80,2019
ZAM,1292,83,2019
SYR,1286,74,2019
CGO,1280,84,2019
LBN,1277,81,2019
GAB,1277,85,2019
LUX,1276,86,2019
CYP,1276,86,2019
UZB,1275,95,2019
OMA,1273,82,2019
GEO,1269,89,2019
ISR,1265,90,2019
TRI,1260,92,2019
BEN,1257,94,2019
KGZ,1253,91,2019
EST,1246,96,2019
FRO,1238,98,2019
JOR,1238,109,2019
VIE,1227,100,2019
PLE,1224,99,2019
MTN,1222,101,2019
ARM,1222,101,2019
IND,1219,97,2019
HAI,1219,103,2019
LBY,1217,104,2019
KEN,1210,105,2019
MAD,1209,106,2019
AZE,1206,107,2019
NIG,1205,108,2019
NAM,1191,111,2019
BHR,1188,113,2019
CTA,1180,112,2019
ZIM,1175,114,2019
SLE,1172,115,2019
THA,1169,118,2019
MOZ,1167,117,2019
KAZ,1159,119,2019
GNB,1158,120,2019
NZL,1157,122,2019
TJK,1155,120,2019
PRK,1152,109,2019
TOG,1136,123,2019
PHI,1135,116,2019
TPE,1134,124,2019
ANG,1131,125,2019
ATG,1126,126,2019
SDN,1120,127,2019
NCA,1119,129,2019
MWI,1115,130,2019
KOS,1113,131,2019
LVA,1112,132,2019
AND,1111,133,2019
LTU,1111,133,2019
SKN,1105,136,2019
RWA,1094,137,2019
TKM,1089,127,2019
TAN,1087,138,2019
MYA,1085,139,2019
BDI,1085,139,2019
SWZ,1078,141,2019
HKG,1078,141,2019
COM,1076,143,2019
YEM,1073,135,2019
SOL,1073,144,2019
BOT,1071,145,2019
LES,1069,146,2019
AFG,1066,147,2019
EQG,1063,148,2019
GUA,1061,149,2019
LBR,1051,150,2019
ETH,1049,151,2019
MDV,1046,152,2019
SUR,1037,153,2019
DOM,1036,154,2019
NCL,1036,154,2019
MRI,1022,156,2019
TAH,1020,157,2019
KUW,1018,158,2019
IDN,1003,159,2019
BLZ,1002,160,2019
NEP,1001,161,2019
BRB,998,162,2019
VAN,996,163,2019
SSD,994,164,2019
SGP,991,165,2019
GAM,986,166,2019
MAS,985,167,2019
PNG,984,168,2019
FIJ,981,169,2019
MDA,979,170,2019
LCA,976,171,2019
CAM,970,172,2019
GRN,968,173,2019
CUB,963,174,2019
CHA,956,175,2019
BER,952,176,2019
GUY,951,177,2019
DMA,950,178,2019
PUR,948,179,2019
VIN,946,180,2019
LIE,937,181,2019
MLT,926,182,2019
MAC,925,183,2019
LAO,923,184,2019
STP,920,185,2019
BHU,917,186,2019
ARU,916,187,2019
MNG,915,188,2019
SEY,911,189,2019
COK,908,190,2019
ASA,908,190,2019
GUM,907,192,2019
BAN,907,192,2019
GIB,905,194,2019
BRU,903,195,2019
TLS,900,196,2019
SAM,896,197,2019
DJI,896,197,2019
PAK,888,199,2019
MSR,887,200,2019
SRI,886,201,2019
VIR,881,202,2019
CAY,874,203,2019
TGA,868,204,2019
SOM,868,204,2019
ERI,868,204,2019
VGB,867,207,2019
TCA,864,208,2019
AIA,864,208,2019
BAH,858,210,2019
SMR,854,211,2019
BEL,1765,1,2020
FRA,1733,2,2020
BRA,1712,3,2020
ENG,1661,4,2020
URU,1645,5,2020
CRO,1642,6,2020
POR,1639,7,2020
ESP,1636,8,2020
ARG,1623,9,2020
COL,1622,10,2020
MEX,1621,11,2020
SUI,1608,12,2020
ITA,1607,13,2020
NED,1604,14,2020
GER,1602,15,2020
DEN,1598,16,2020
SWE,1579,17,2020
CHI,1579,17,2020
POL,1559,19,2020
SEN,1555,20,2020
PER,1544,21,2020
USA,1542,22,2020
WAL,1540,22,2020
UKR,1537,24,2020
VEN,1517,25,2020
AUT,1507,26,2020
TUN,1506,27,2020
JPN,1500,28,2020
TUR,1494,29,2020
SRB,1494,29,2020
NGA,1493,31,2020
SVK,1490,32,2020
IRN,1489,33,2020
IRL,1486,34,2020
ALG,1482,35,2020
NIR,1476,36,2020
ROU,1475,37,2020
RUS,1470,38,2020
ISL,1465,39,2020
KOR,1464,40,2020
PAR,1461,40,2020
AUS,1457,42,2020
MAR,1456,43,2020
NOR,1451,44,2020
CZE,1446,45,2020
CRC,1439,46,2020
GHA,1439,47,2020
JAM,1437,48,2020
BIH,1430,49,2020
SCO,1422,50,2020
EGY,1420,51,2020
HUN,1416,52,2020
CMR,1413,53,2020
GRE,1409,54,2020
QAT,1396,55,2020
MLI,1389,56,2020
COD,1389,56,2020
FIN,1386,58,2020
BUL,1381,59,2020
BFA,1381,59,2020
CIV,1378,61,2020
HON,1377,62,2020
ECU,1368,63,2020
MNE,1365,64,2020
SVN,1365,64,2020
ALB,1356,66,2020
KSA,1351,67,2020
MKD,1347,68,2020
SLV,1346,69,2020
IRQ,1344,70,2020
UAE,1334,71,2020
RSA,1334,71,2020
CAN,1332,73,2020
GUI,1328,74,2020
BOL,1324,75,2020
CHN,1323,76,2020
UGA,1321,77,2020
CPV,1318,78,2020
SYR,1314,79,2020
CUW,1313,80,2020
PAN,1304,81,2020
OMA,1303,82,2020
GAB,1297,83,2020
BEN,1295,84,2020
UZB,1289,85,2020
HAI,1285,86,2020
BLR,1280,87,2020
ZAM,1279,88,2020
CGO,1269,89,2020
LBN,1269,89,2020
GEO,1267,91,2020
MAD,1267,91,2020
ISR,1260,93,2020
VIE,1258,94,2020
CYP,1251,95,2020
KGZ,1240,96,2020
JOR,1238,97,2020
LUX,1236,98,2020
BHR,1225,99,2020
MTN,1223,100,2020
LBY,1215,101,2020
ARM,1213,102,2020
PLE,1204,106,2020
EST,1202,103,2020
TRI,1201,104,2020
MOZ,1200,105,2020
KEN,1199,106,2020
IND,1187,108,2020
CTA,1184,109,2020
FRO,1181,110,2020
ZIM,1180,111,2020
NIG,1179,112,2020
THA,1178,113,2020
AZE,1177,114,2020
KOS,1174,115,2020
PRK,1170,116,2020
NAM,1160,117,2020
KAZ,1155,118,2020
SLE,1155,118,2020
GNB,1155,118,2020
TJK,1152,121,2020
NZL,1149,122,2020
MWI,1141,123,2020
ANG,1136,124,2020
PHI,1136,124,2020
ATG,1127,126,2020
TOG,1127,126,2020
SDN,1112,128,2020
TKM,1107,129,2020
GUA,1106,130,2020
RWA,1089,131,2020
LTU,1089,131,2020
COM,1088,133,2020
TAN,1086,134,2020
AND,1082,135,2020
MYA,1081,136,2020
LVA,1079,137,2020
TPE,1078,138,2020
LES,1074,139,2020
SKN,1074,139,2020
SUR,1073,141,2020
SOL,1073,141,2020
HKG,1072,141,2020
YEM,1071,144,2020
EQG,1066,145,2020
ETH,1061,146,2020
KUW,1060,147,2020
BOT,1055,148,2020
BDI,1052,151,2020
AFG,1052,149,2020
NCA,1050,150,2020
LBR,1047,152,2020
SWZ,1042,153,2020
MAS,1040,154,2020
MDV,1038,155,2020
NCL,1035,156,2020
SGP,1020,157,2020
DOM,1019,158,2020
GRN,1015,159,2020
GAM,1015,159,2020
TAH,1014,161,2020
BRB,1009,162,2020
VAN,996,163,2020
FIJ,996,163,2020
PNG,991,165,2020
GUY,988,166,2020
VIN,986,167,2020
BER,984,168,2020
SSD,983,169,2020
NEP,974,170,2020
BLZ,974,170,2020
MRI,965,172,2020
IDN,964,173,2020
CAM,964,173,2020
MDA,959,175,2020
LCA,953,176,2020
CHA,943,177,2020
PUR,941,178,2020
CUB,936,179,2020
LIE,926,180,2020
STP,923,181,2020
MAC,922,182,2020
MSR,921,183,2020
DJI,919,184,2020
MLT,919,184,2020
DMA,919,184,2020
BAN,914,187,2020
LAO,912,188,2020
BHU,911,189,2020
MNG,906,190,2020
BRU,904,191,2020
ASA,900,192,2020
CAY,897,193,2020
SAM,894,194,2020
BAH,880,195,2020
TLS,879,196,2020
GIB,879,196,2020
SOM,879,196,2020
GUM,873,199,2020
PAK,867,201,2020
ARU,867,201,2020
SEY,866,200,2020
TGA,862,203,2020
TCA,862,203,2020
ERI,856,205,2020
SRI,853,205,2020
VIR,844,207,2020
VGB,842,208,2020
SMR,824,209,2020
AIA,821,210,2020
BEL,1780,1,2021
FRA,1755,2,2021
BRA,1743,3,2021
ENG,1670,4,2021
POR,1662,5,2021
ESP,1645,6,2021
ARG,1642,7,2021
URU,1639,8,2021
MEX,1632,9,2021
ITA,1625,10,2021
CRO,1617,11,2021
DEN,1614,12,2021
GER,1610,13,2021
NED,1609,14,2021
COL,1601,15,2021
SUI,1593,16,2021
CHI,1567,17,2021
WAL,1562,18,2021
POL,1559,19,2021
SEN,1558,20,2021
SWE,1558,20,2021
USA,1548,22,2021
AUT,1531,23,2021
UKR,1521,24,2021
PER,1512,25,2021
TUN,1503,26,2021
JPN,1502,27,2021
VEN,1501,28,2021
IRN,1496,29,2021
SRB,1492,30,2021
ALG,1488,31,2021
TUR,1487,32,2021
MAR,1481,35,2021
SVK,1478,33,2021
PAR,1476,34,2021
NGA,1474,35,2021
ROU,1466,37,2021
KOR,1465,38,2021
RUS,1461,39,2021
HUN,1460,40,2021
AUS,1457,41,2021
IRL,1456,42,2021
CZE,1456,42,2021
NOR,1450,44,2021
NIR,1440,45,2021
ISL,1438,46,2021
JAM,1437,47,2021
SCO,1436,48,2021
EGY,1432,49,2021
CRC,1427,51,2021
CMR,1427,50,2021
GHA,1424,52,2021
GRE,1413,53,2021
MLI,1412,57,2021
FIN,1411,54,2021
BIH,1410,55,2021
ECU,1409,56,2021
QAT,1391,58,2021
BFA,1391,58,2021
COD,1386,60,2021
CIV,1384,61,2021
SVN,1379,62,2021
MNE,1370,63,2021
HON,1367,64,2021
MKD,1362,65,2021
ALB,1360,66,2021
KSA,1353,67,2021
BUL,1350,68,2021
IRQ,1348,69,2021
SLV,1344,70,2021
RSA,1341,71,2021
GUI,1334,73,2021
CAN,1332,72,2021
UAE,1326,74,2021
CHN,1323,75,2021
SYR,1313,76,2021
CUW,1313,76,2021
PAN,1312,78,2021
BOL,1307,79,2021
CPV,1306,81,2021
OMA,1303,82,2021
BEN,1302,83,2021
UGA,1301,79,2021
HAI,1285,84,2021
UZB,1283,85,2021
GAB,1280,86,2021
ISR,1279,87,2021
BLR,1269,88,2021
GEO,1267,89,2021
CGO,1265,91,2021
ZAM,1265,90,2021
LBN,1263,92,2021
VIE,1258,93,2021
MAD,1257,94,2021
JOR,1243,95,2021
KGZ,1240,96,2021
BHR,1238,97,2021
LUX,1235,98,2021
ARM,1233,99,2021
CYP,1224,100,2021
MTN,1207,101,2021
PLE,1206,102,2021
TRI,1200,103,2021
KEN,1187,104,2021
IND,1187,104,2021
MOZ,1185,106,2021
FRO,1183,107,2021
AZE,1180,109,2021
EST,1180,109,2021
THA,1178,111,2021
LBY,1177,111,2021
ZIM,1176,108,2021
NIG,1172,113,2021
CTA,1171,114,2021
PRK,1170,115,2021
SLE,1165,116,2021
KOS,1155,117,2021
NZL,1149,118,2021
GNB,1146,120,2021
TJK,1144,121,2021
NAM,1143,119,2021
KAZ,1142,122,2021
MWI,1140,123,2021
PHI,1136,124,2021
ANG,1134,125,2021
ATG,1127,126,2021
SDN,1124,127,2021
TOG,1115,128,2021
LTU,1114,129,2021
GUA,1112,131,2021
COM,1112,130,2021
TKM,1107,132,2021
RWA,1103,133,2021
EQG,1097,134,2021
TAN,1087,135,2021
LVA,1082,136,2021
MYA,1081,137,2021
BDI,1078,138,2021
TPE,1078,138,2021
SKN,1074,140,2021
SUR,1073,141,2021
SOL,1073,141,2021
LES,1072,143,2021
HKG,1072,143,2021
YEM,1071,145,2021
ETH,1066,146,2021
BOT,1066,146,2021
KUW,1057,148,2021
NCA,1055,149,2021
AFG,1052,150,2021
AND,1048,151,2021
LBR,1047,152,2021
SWZ,1040,153,2021
MAS,1040,153,2021
MDV,1038,155,2021
NCL,1035,156,2021
GAM,1034,157,2021
SGP,1020,158,2021
DOM,1018,159,2021
GRN,1015,160,2021
TAH,1014,161,2021
BRB,1009,162,2021
SSD,998,163,2021
FIJ,996,164,2021
VAN,996,164,2021
PNG,991,166,2021
GUY,988,167,2021
VIN,986,168,2021
BER,983,169,2021
BLZ,974,170,2021
NEP,968,171,2021
MRI,965,172,2021
IDN,964,173,2021
CAM,964,173,2021
LCA,953,175,2021
MLT,951,176,2021
MDA,950,177,2021
CHA,947,178,2021
PUR,942,179,2021
CUB,936,180,2021
LIE,924,181,2021
MAC,922,182,2021
MSR,921,183,2021
DJI,919,184,2021
DMA,919,184,2021
BAN,917,186,2021
STP,914,187,2021
LAO,912,188,2021
BHU,911,189,2021
MNG,906,190,2021
BRU,904,191,2021
ASA,900,192,2021
CAY,897,193,2021
SAM,894,194,2021
GIB,888,195,2021
BAH,880,196,2021
TLS,879,197,2021
SOM,879,197,2021
GUM,873,199,2021
PAK,867,200,2021
ARU,867,200,2021
SEY,866,202,2021
TGA,862,203,2021
TCA,862,203,2021
ERI,856,205,2021
SRI,853,206,2021
VIR,844,207,2021
VGB,842,208,2021
AIA,821,209,2021
SMR,810,210,2021
BEL,1828.45,1,2022
BRA,1823.42,2,2022
FRA,1786.15,3,2022
ARG,1766.99,5,2022
ENG,1755.52,4,2022
ITA,1740.77,6,2022
ESP,1704.75,7,2022
POR,1660.25,8,2022
DEN,1654.54,9,2022
NED,1653.73,10,2022
GER,1648.33,12,2022
MEX,1647.9,14,2022
USA,1643.34,11,2022
SUI,1642.83,13,2022
CRO,1620.74,15,2022
URU,1614.05,17,2022
SWE,1588.26,18,2022
SEN,1587.78,20,2022
COL,1585.89,16,2022
WAL,1578.01,19,2022
IRN,1572.89,21,2022
PER,1563.45,22,2022
JPN,1549.82,26,2022
MAR,1547.42,28,2022
SRB,1547.38,23,2022
CHI,1543.16,24,2022
UKR,1535.08,25,2022
POL,1530.62,27,2022
KOR,1522.85,33,2022
AUT,1511.56,31,2022
CZE,1510.42,32,2022
NGA,1509.91,36,2022
CAN,1497.82,40,2022
EGY,1497.05,45,2022
RUS,1493.42,34,2022
TUN,1489.92,30,2022
AUS,1486.86,35,2022
CMR,1480.82,50,2022
TUR,1472.72,37,2022
SCO,1471.82,38,2022
HUN,1465.62,39,2022
CRC,1464.06,49,2022
ALG,1460.93,29,2022
ECU,1458.63,46,2022
NOR,1455.43,41,2022
SVK,1455.36,42,2022
ROU,1453.18,44,2022
MLI,1446.49,53,2022
IRL,1444.29,47,2022
PAR,1440.53,43,2022
CIV,1439.62,56,2022
QAT,1437.91,48,2022
KSA,1433.95,51,2022
NIR,1424.97,54,2022
GRE,1421.99,55,2022
BFA,1418.58,60,2022
FIN,1411.77,58,2022
VEN,1411.45,59,2022
BIH,1391.19,61,2022
ISL,1382.81,62,2022
GHA,1381.45,52,2022
JAM,1378.62,57,2022
PAN,1375.56,63,2022
SVN,1375.42,65,2022
ALB,1374.98,66,2022
COD,1369.53,64,2022
MKD,1367.23,67,2022
RSA,1358.24,68,2022
UAE,1353.1,69,2022
SLV,1346.04,70,2022
BUL,1345.47,71,2022
MNE,1342.89,72,2022
CPV,1336.88,73,2022
IRQ,1325.44,75,2022
CHN,1313.81,74,2022
BOL,1308.12,77,2022
ISR,1306.7,78,2022
HON,1303.96,76,2022
OMA,1301.0,79,2022
CUW,1298.39,80,2022
GUI,1292.58,81,2022
GAB,1290.65,89,2022
BEN,1282.53,83,2022
UGA,1279.18,82,2022
UZB,1277.02,84,2022
GEO,1269.24,85,2022
HAI,1268.05,87,2022
ZAM,1264.64,88,2022
BHR,1263.61,91,2022
JOR,1259.84,90,2022
SYR,1251.22,86,2022
ARM,1242.24,92,2022
LUX,1236.45,93,2022
BLR,1233.43,94,2022
LBN,1228.97,95,2022
KGZ,1228.69,96,2022
CGO,1221.4,97,2022
VIE,1218.55,98,2022
EQG,1210.07,114,2022
PLE,1208.9,99,2022
TRI,1205.99,100,2022
MAD,1205.61,101,2022
KEN,1202.26,102,2022
IND,1182.75,104,2022
CYP,1178.65,105,2022
EST,1176.5,107,2022
SLE,1173.81,108,2022
PRK,1169.96,109,2022
KOS,1163.05,111,2022
NAM,1162.93,112,2022
NZL,1161.66,110,2022
THA,1160.14,115,2022
GNB,1158.62,106,2022
NIG,1158.39,113,2022
TJK,1152.56,116,2022
MTN,1152.52,103,2022
MOZ,1151.0,118,2022
LBY,1149.51,117,2022
MWI,1145.08,129,2022
KAZ,1140.71,119,2022
AZE,1139.02,120,2022
ZIM,1138.56,121,2022
GUA,1138.4,122,2022
FRO,1136.99,123,2022
GAM,1135.18,150,2022
TOG,1133.24,124,2022
ANG,1131.72,126,2022
ATG,1131.07,127,2022
PHI,1129.91,128,2022
CTA,1127.2,130,2022
COM,1126.2,132,2022
TAN,1118.76,131,2022
SDN,1118.31,125,2022
TKM,1117.6,133,2022
LVA,1100.03,134,2022
RWA,1097.16,135,2022
LTU,1091.77,136,2022
ETH,1081.24,137,2022
SKN,1077.76,138,2022
SUR,1077.57,139,2022
BDI,1075.82,140,2022
SOL,1072.78,141,2022
KUW,1065.56,142,2022
NCA,1062.21,143,2022
LBR,1058.28,144,2022
LES,1057.62,145,2022
SWZ,1054.14,146,2022
HKG,1053.39,147,2022
BOT,1051.59,148,2022
AFG,1049.77,149,2022
YEM,1046.26,151,2022
MYA,1044.56,152,2022
NCL,1035.12,153,2022
MAS,1034.53,154,2022
AND,1030.28,155,2022
DOM,1029.42,156,2022
MDV,1021.58,157,2022
TPE,1017.78,158,2022
TAH,1014.27,159,2022
IDN,1001.61,164,2022
SGP,1000.78,160,2022
FIJ,996.27,161,2022
BRB,995.94,162,2022
VAN,995.62,163,2022
PNG,990.55,165,2022
BER,982.43,166,2022
NEP,982.22,169,2022
SSD,977.81,167,2022
GRN,974.03,168,2022
BLZ,967.42,170,2022
CAM,966.61,171,2022
PUR,962.77,173,2022
VIN,960.71,174,2022
MLT,958.95,175,2022
GUY,958.87,176,2022
MRI,955.18,172,2022
LCA,953.45,177,2022
MSR,950.71,178,2022
CUB,948.96,179,2022
CHA,935.0,180,2022
MDA,926.85,181,2022
MAC,922.1,182,2022
DMA,916.72,183,2022
MNG,916.68,184,2022
BHU,910.96,185,2022
BAN,907.83,186,2022
LAO,904.6,187,2022
BRU,903.9,188,2022
STP,903.31,189,2022
ASA,900.27,190,2022
LIE,899.52,191,2022
DJI,896.62,192,2022
SAM,894.26,193,2022
SOM,873.71,194,2022
CAY,873.64,195,2022
SEY,870.63,197,2022
PAK,866.81,198,2022
TLS,865.47,196,2022
TGA,861.81,199,2022
ARU,859.97,200,2022
BAH,858.5,201,2022
ERI,855.56,202,2022
GIB,853.6,203,2022
SRI,842.93,204,2022
TCA,839.84,205,2022
GUM,838.33,206,2022
VIR,816.13,207,2022
VGB,812.94,208,2022
AIA,792.34,209,2022
SMR,780.33,210,2022
