date,home_team,away_team,result,home_team_odd,Draw_odd,away_team_odd,home_score,away_score,odd_dif,ovr_home,att_home,mid_home,defe_home,ovr_away,att_away,mid_away,defe_away,Previous_Rank_home,Total_Points_home,Previous_Rank_away,Total_Points_away,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,points_dif,goal_dif,Elo_ranking_home,Elo_rating_home,total_game_home,total_wins_home,goal_for_home,goal_against_home,Elo_ranking_away,Elo_rating_away,total_game_away,total_wins_away,goal_for_away,goal_against_away,win_rate_home,goal_balance_home,win_rate_away,goal_balance_away,Elo_ranking_dif,Elo_rating_dif,win_rate_dif,goal_balance_dif
2014,Chile,Australia,win,1.42,4.44,8.74,3,1,-7.32,76.6,77.2,77.0,73.5,72.17,71.56,71.11,69.28,15.0,1005.0,58.0,571.0,4.429999999999993,5.640000000000001,5.890000000000001,4.219999999999999,-43.0,434.0,2,7,1963,714,1020,269,1046,49,1653,512,1054,259,592,142.85714285714286,-1.088235294117647,205.859375,-0.650390625,-42,310,-63.00223214285714,-0.43784466911764697
2010,Chile,Spain,lose,6.91,4.15,1.48,1,2,5.43,76.6,77.2,77.0,73.5,84.61,83.06,84.44,82.83,15.0,955.0,1.0,1627.0,-8.010000000000005,-5.859999999999999,-7.439999999999998,-9.329999999999998,14.0,-672.0,-1,9,1894,658,919,241,980,1,2116,587,1136,332,555,139.66565349544072,-1.1231003039513678,193.52640545144803,-0.3798977853492334,8,-222,-53.860751956007306,-0.7432025186021345
2010,Chile,Switzerland,win,2.16,3.14,3.6,1,0,-1.44,76.6,77.2,77.0,73.5,76.94,74.88,75.81,76.44,15.0,955.0,18.0,924.0,-0.3400000000000034,2.3200000000000074,1.1899999999999977,-2.9399999999999977,-3.0,31.0,1,9,1894,658,919,241,980,25,1754,724,1037,235,1302,139.66565349544072,-1.1231003039513678,143.23204419889504,-1.473756906077348,-16,140,-3.566390703454317,0.35065660212598027
2018,Colombia,England,draw,4.05,3.12,2.16,1,1,1.8899999999999997,77.9,79.2,77.6,75.9,82.44,83.5,81.56,81.06,13.0,1078.0,15.0,1047.0,-4.539999999999992,-4.299999999999997,-3.960000000000008,-5.159999999999997,-2.0,31.0,0,6,1961,564,713,221,674,7,1960,1065,2477,617,1061,126.41843971631207,-0.8031914893617021,232.58215962441312,-0.4169014084507042,-1,1,-106.16371990810106,-0.3862900809109979
2014,Colombia,Greece,win,1.86,3.25,5.09,3,0,-3.2299999999999995,77.9,79.2,77.6,75.9,75.12,75.12,74.12,75.12,4.0,1200.0,12.0,1055.0,2.780000000000001,4.079999999999998,3.4799999999999898,0.7800000000000011,-8.0,145.0,3,5,2019,515,641,198,631,44,1672,536,671,198,774,124.46601941747572,-0.8407766990291262,125.18656716417911,-1.0746268656716418,-39,347,-0.7205477467033887,0.23385016664251557
2014,Colombia,Ivory Coast,win,2.04,3.5,3.73,2,1,-1.69,77.9,79.2,77.6,75.9,76.0,77.6,75.8,73.8,4.0,1200.0,17.0,912.0,1.9000000000000057,1.6000000000000085,1.7999999999999972,2.1000000000000085,-13.0,288.0,1,5,2019,515,641,198,631,36,1690,545,893,274,568,124.46601941747572,-0.8407766990291262,163.85321100917432,-0.5394495412844037,-31,329,-39.387191591698596,-0.3013271577447225
2018,Colombia,Japan,lose,1.88,3.33,5.13,1,2,-3.25,77.9,79.2,77.6,75.9,76.0,75.0,77.0,76.0,13.0,1078.0,57.0,598.0,1.9000000000000057,4.200000000000003,0.5999999999999943,-0.09999999999999432,-44.0,480.0,-1,6,1961,564,713,221,674,36,1731,731,1266,339,906,126.41843971631207,-0.8031914893617021,173.187414500684,-0.7756497948016415,-30,230,-46.76897478437195,-0.027541694560060614
2014,Colombia,Uruguay,win,2.13,3.33,3.69,2,0,-1.56,77.9,79.2,77.6,75.9,78.38,80.69,75.44,77.0,4.0,1200.0,6.0,1132.0,-0.47999999999998977,-1.4899999999999949,2.1599999999999966,-1.0999999999999943,-2.0,68.0,2,5,2019,515,641,198,631,11,1908,883,1411,384,1119,124.46601941747572,-0.8407766990291262,159.79614949037372,-0.8323895809739524,-6,111,-35.330130072898,-0.008387118055173781
2014,Costa Rica,England,draw,4.3,3.94,1.79,0,0,2.51,73.0,73.0,73.0,74.0,82.44,83.5,81.56,81.06,31.0,743.0,13.0,1041.0,-9.439999999999998,-10.5,-8.560000000000002,-7.060000000000002,18.0,-298.0,0,15,1866,629,1164,296,724,9,1924,1014,2391,587,1022,185.0556438791733,-0.6804451510333863,235.79881656804736,-0.4289940828402367,6,-58,-50.74317268887407,-0.2514510681931496
2014,Costa Rica,Greece,draw,2.65,3.07,2.97,1,1,-0.3200000000000003,73.0,73.0,73.0,74.0,75.12,75.12,74.12,75.12,31.0,743.0,12.0,1055.0,-2.1200000000000045,-2.1200000000000045,-1.1200000000000045,-1.1200000000000045,19.0,-312.0,0,15,1866,629,1164,296,724,44,1672,536,671,198,774,185.0556438791733,-0.6804451510333863,125.18656716417911,-1.0746268656716418,-29,194,59.86907671499418,0.39418171463825546
2006,Costa Rica,Poland,lose,4.5,3.3,1.66,1,2,2.84,73.0,73.0,73.0,74.0,75.78,77.89,73.39,72.33,21.0,700.0,22.0,695.0,-2.780000000000001,-4.890000000000001,-0.39000000000000057,1.6700000000000017,-1.0,5.0,-1,50,1633,492,967,239,585,24,1780,688,1181,296,983,196.54471544715446,-0.7032520325203252,171.65697674418604,-0.998546511627907,26,-147,24.88773870296842,0.2952944791075818
2018,Costa Rica,Serbia,lose,5.26,3.38,1.85,0,1,3.4099999999999997,73.0,73.0,73.0,74.0,77.67,78.67,77.33,74.33,26.0,831.0,36.0,756.0,-4.670000000000002,-5.670000000000002,-4.329999999999998,-0.3299999999999983,-10.0,75.0,-1,40,1724,691,1234,319,797,20,1808,781,1491,367,1078,178.58176555716355,-0.6917510853835022,190.9090909090909,-0.910371318822023,20,-84,-12.327325351927357,0.21862023343852088
2006,Croatia,Australia,draw,2.23,3.2,2.95,2,2,-0.7200000000000002,78.12,78.5,76.75,74.62,72.17,71.56,71.11,69.28,20.0,701.0,48.0,610.0,5.950000000000003,6.939999999999998,5.640000000000001,5.340000000000003,-28.0,91.0,0,9,1897,174,302,84,180,30,1763,411,898,211,484,173.5632183908046,-0.5517241379310345,218.49148418491487,-0.6642335766423357,-21,134,-44.928265794110274,0.11250943871130126
2018,Croatia,Denmark,draw,1.96,3.24,4.78,1,1,-2.8200000000000003,78.12,78.5,76.75,74.62,76.78,75.11,77.06,75.5,17.0,1048.0,12.0,1099.0,1.3400000000000034,3.3900000000000006,-0.3100000000000023,-0.8799999999999955,5.0,-51.0,0,10,1925,313,543,165,309,14,1898,820,1488,373,1142,173.48242811501598,-0.46006389776357826,181.46341463414635,-0.9378048780487804,-4,27,-7.980986519130369,0.4777409802852022
2018,Croatia,England,win,3.91,2.99,2.28,2,1,1.6300000000000003,78.12,78.5,76.75,74.62,82.44,83.5,81.56,81.06,17.0,1048.0,15.0,1047.0,-4.319999999999993,-5.0,-4.810000000000002,-6.439999999999998,2.0,1.0,1,10,1925,313,543,165,309,7,1960,1065,2477,617,1061,173.48242811501598,-0.46006389776357826,232.58215962441312,-0.4169014084507042,3,-35,-59.099731509397145,-0.04316248931287403
2014,Croatia,Mexico,lose,2.67,3.46,2.64,1,3,0.029999999999999805,78.12,78.5,76.75,74.62,76.94,77.28,76.17,75.0,16.0,971.0,21.0,892.0,1.1800000000000068,1.2199999999999989,0.5799999999999983,-0.37999999999999545,-5.0,79.0,-2,17,1825,263,457,138,262,13,1892,826,1505,420,863,173.7642585551331,-0.4714828897338403,182.20338983050848,-0.5363196125907991,4,-67,-8.439131275375388,0.0648367228569588
2018,Croatia,Nigeria,win,1.68,3.75,6.03,2,0,-4.3500000000000005,78.12,78.5,76.75,74.62,77.5,78.5,71.5,75.0,17.0,1048.0,51.0,651.0,0.6200000000000045,0.0,5.25,-0.37999999999999545,-34.0,397.0,2,10,1925,313,543,165,309,42,1713,620,927,283,635,173.48242811501598,-0.46006389776357826,149.51612903225805,-0.567741935483871,-32,212,23.966299082757928,0.10767803772029272
2006,Czech Republic,Ghana,lose,1.61,3.3,5.0,0,2,-3.3899999999999997,76.13,74.8,74.47,74.27,76.0,79.5,74.5,73.5,2.0,796.0,50.0,608.0,0.12999999999999545,-4.700000000000003,-0.030000000000001137,0.769999999999996,-48.0,188.0,-2,11,1886,673,1297,328,862,34,1755,528,880,261,561,192.71916790490343,-0.7934621099554234,166.66666666666669,-0.5681818181818182,-23,131,26.052501238236744,-0.2252802917736052
2006,Czech Republic,Italy,lose,3.95,3.15,1.95,0,2,2.0,76.13,74.8,74.47,74.27,82.65,82.24,81.65,81.65,2.0,796.0,12.0,741.0,-6.52000000000001,-7.439999999999998,-7.180000000000007,-7.38000000000001,-10.0,55.0,-2,11,1886,673,1297,328,862,3,2020,662,1173,355,669,192.71916790490343,-0.7934621099554234,177.190332326284,-0.4743202416918429,8,-134,15.528835578619436,-0.31914186826358054
2018,Denmark,Australia,draw,1.93,3.4,4.58,1,1,-2.6500000000000004,76.78,75.11,77.06,75.5,72.17,71.56,71.11,69.28,12.0,1099.0,38.0,763.0,4.609999999999999,3.549999999999997,5.950000000000003,6.219999999999999,-26.0,336.0,0,14,1898,820,1488,373,1142,35,1735,560,1150,284,639,181.46341463414635,-0.9378048780487804,205.35714285714283,-0.6339285714285714,-21,163,-23.893728222996486,-0.30387630662020904
2018,Denmark,France,draw,5.37,2.74,2.08,0,0,3.29,76.78,75.11,77.06,75.5,83.28,83.28,82.56,81.72,12.0,1099.0,9.0,1183.0,-6.5,-8.170000000000002,-5.5,-6.219999999999999,3.0,-84.0,0,14,1898,820,1488,373,1142,2,2094,847,1495,413,1205,181.46341463414635,-0.9378048780487804,176.50531286894923,-0.935064935064935,12,-196,4.958101765197114,-0.0027399429838453893
2010,Denmark,Japan,lose,2.22,3.22,3.33,1,3,-1.1099999999999999,76.78,75.11,77.06,75.5,76.0,75.0,77.0,76.0,28.0,827.0,43.0,729.0,0.7800000000000011,0.10999999999999943,0.060000000000002274,-0.5,-15.0,98.0,-2,32,1732,736,1364,336,1055,18,1787,618,1038,277,783,185.32608695652172,-0.9769021739130435,167.96116504854368,-0.8187702265372169,14,-55,17.364921907978044,-0.1581319473758266
2006,Ecuador,Costa Rica,win,1.9,3.1,3.6,3,0,-1.7000000000000002,71.88,71.56,70.94,68.94,73.0,73.0,73.0,74.0,37.0,647.0,21.0,700.0,-1.1200000000000045,-1.4399999999999977,-2.0600000000000023,-5.060000000000002,16.0,-53.0,3,33,1759,377,420,101,649,50,1633,492,967,239,585,111.40583554376657,-1.453580901856764,196.54471544715446,-0.7032520325203252,-17,126,-85.13887990338789,-0.7503288693364388
2014,Ecuador,France,draw,5.42,4.12,1.62,0,0,3.8,71.88,71.56,70.94,68.94,83.28,83.28,82.56,81.72,23.0,852.0,20.0,893.0,-11.400000000000006,-11.719999999999999,-11.620000000000005,-12.780000000000001,3.0,-41.0,0,16,1847,473,557,135,774,6,1966,791,1387,375,1151,117.75898520084567,-1.3509513742071881,175.34766118836916,-0.9810366624525917,10,-119,-57.58867598752349,-0.36991471175459645
2018,Egypt,Uruguay,lose,8.23,4.1,1.51,0,1,6.720000000000001,70.7,71.0,70.6,68.4,78.38,80.69,75.44,77.0,31.0,814.0,21.0,924.0,-7.679999999999993,-9.689999999999998,-4.840000000000003,-8.599999999999994,10.0,-110.0,-1,53,1617,769,1358,387,831,11,1923,930,1482,407,1169,176.59297789336802,-0.577373211963589,159.3548387096774,-0.8193548387096774,42,-306,17.238139183690606,0.24198162674608836
2010,England,Algeria,draw,1.23,5.52,14.9,0,0,-13.67,82.44,83.5,81.56,81.06,77.0,77.0,78.0,76.0,9.0,1076.0,26.0,784.0,5.439999999999998,6.5,3.5600000000000023,5.060000000000002,-17.0,292.0,0,6,1924,967,2301,560,984,98,1464,500,680,200,531,237.952430196484,-0.4384694932781799,136.0,-0.662,-92,460,101.95243019648399,0.22353050672182012
2018,England,Belgium,lose,2.51,2.84,3.58,0,1,-1.0700000000000003,82.44,83.5,81.56,81.06,80.11,79.89,79.11,78.72,15.0,1047.0,5.0,1325.0,2.3299999999999983,3.6099999999999994,2.450000000000003,2.3400000000000034,10.0,-278.0,-1,7,1960,1065,2477,617,1061,3,2035,790,1400,338,1285,232.58215962441312,-0.4169014084507042,177.2151898734177,-1.1987341772151898,4,-75,55.36696975099542,0.7818327687644856
2006,England,Ecuador,win,1.49,3.79,7.05,1,0,-5.56,82.44,83.5,81.56,81.06,71.88,71.56,70.94,68.94,9.0,757.0,37.0,647.0,10.560000000000002,11.939999999999998,10.620000000000005,12.120000000000005,-28.0,110.0,1,7,1960,922,2206,532,946,33,1759,377,420,101,649,239.26247288503254,-0.4490238611713666,111.40583554376657,-1.453580901856764,-26,201,127.85663734126597,1.0045570406853974
2014,England,Italy,lose,2.54,2.98,3.21,1,2,-0.6699999999999999,82.44,83.5,81.56,81.06,82.65,82.24,81.65,81.65,13.0,1041.0,7.0,1120.0,-0.21000000000000796,1.2600000000000051,-0.09000000000000341,-0.5900000000000034,6.0,-79.0,-1,9,1924,1014,2391,587,1022,14,1885,767,1325,404,771,235.79881656804736,-0.4289940828402367,172.7509778357236,-0.4784876140808344,-5,39,63.047838732323754,0.04949353124059769
2018,England,Panama,win,1.22,6.33,18.11,6,1,-16.89,82.44,83.5,81.56,81.06,68.0,68.0,70.0,68.0,15.0,1047.0,55.0,636.0,14.439999999999998,15.5,11.560000000000002,13.060000000000002,-40.0,411.0,5,7,1960,1065,2477,617,1061,65,1568,490,580,151,773,232.58215962441312,-0.4169014084507042,118.36734693877551,-1.2693877551020407,-58,392,114.21481268563761,0.8524863466513365
2006,England,Paraguay,win,1.61,3.36,5.94,1,0,-4.33,82.44,83.5,81.56,81.06,74.0,75.08,72.85,71.92,9.0,757.0,30.0,672.0,8.439999999999998,8.420000000000002,8.710000000000008,9.14,-21.0,85.0,1,7,1960,922,2206,532,946,32,1760,569,774,211,841,239.26247288503254,-0.4490238611713666,136.0281195079086,-1.1072056239015817,-25,200,103.23435337712394,0.6581817627302151
2006,England,Portugal,draw,2.11,2.97,3.7,0,0,-1.5900000000000003,82.44,83.5,81.56,81.06,81.94,82.33,81.44,80.44,9.0,757.0,10.0,753.0,0.5,1.1700000000000017,0.12000000000000455,0.6200000000000045,-1.0,4.0,0,7,1960,922,2206,532,946,10,1895,453,726,203,581,239.26247288503254,-0.4490238611713666,160.26490066225165,-0.8344370860927153,-3,65,78.99757222278089,0.38541322492134866
2006,England,Trinidad and Tobago,win,1.13,5.5,15.0,2,0,-13.870000000000001,82.44,83.5,81.56,81.06,61.0,67.0,59.0,57.0,9.0,757.0,50.0,608.0,21.439999999999998,16.5,22.560000000000002,24.060000000000002,-41.0,149.0,2,7,1960,922,2206,532,946,72,1552,616,1063,281,757,239.26247288503254,-0.4490238611713666,172.56493506493507,-0.7727272727272727,-65,408,66.69753782009747,0.3237034115559061
2010,England,United States,draw,1.5,4.04,6.87,1,1,-5.37,82.44,83.5,81.56,81.06,74.39,74.0,73.67,72.5,9.0,1076.0,14.0,963.0,8.049999999999997,9.5,7.890000000000001,8.560000000000002,-5.0,113.0,0,6,1924,967,2301,560,984,23,1768,571,791,230,820,237.952430196484,-0.4384694932781799,138.52889667250437,-1.0332749562171628,-17,156,99.42353352397961,0.594805462938983
2018,France,Argentina,win,2.43,3.09,3.37,4,3,-0.94,83.28,83.28,82.56,81.72,82.53,84.74,81.05,79.47,9.0,1183.0,4.0,1348.0,0.75,-1.4599999999999937,1.5100000000000051,2.25,5.0,-165.0,1,2,2094,847,1495,413,1205,13,1915,1017,1914,544,1081,176.50531286894923,-0.935064935064935,188.20058997050145,-0.528023598820059,-11,179,-11.695277101552222,-0.40704133624487604
2018,France,Australia,win,1.26,7.16,10.92,2,1,-9.66,83.28,83.28,82.56,81.72,72.17,71.56,71.11,69.28,9.0,1183.0,38.0,763.0,11.11,11.719999999999999,11.450000000000003,12.439999999999998,-29.0,420.0,1,2,2094,847,1495,413,1205,35,1735,560,1150,284,639,176.50531286894923,-0.935064935064935,205.35714285714283,-0.6339285714285714,-33,359,-28.8518299881936,-0.30113636363636365
2018,France,Belgium,win,2.61,3.12,3.08,1,0,-0.4700000000000002,83.28,83.28,82.56,81.72,80.11,79.89,79.11,78.72,9.0,1183.0,5.0,1325.0,3.1700000000000017,3.3900000000000006,3.450000000000003,3.0,4.0,-142.0,1,2,2094,847,1495,413,1205,3,2035,790,1400,338,1285,176.50531286894923,-0.935064935064935,177.2151898734177,-1.1987341772151898,-1,59,-0.709877004468467,0.2636692421502548
2018,France,Croatia,win,2.14,3.08,4.24,4,2,-2.1,83.28,83.28,82.56,81.72,78.12,78.5,76.75,74.62,9.0,1183.0,17.0,1048.0,5.159999999999997,4.780000000000001,5.810000000000002,7.099999999999994,-8.0,135.0,2,2,2094,847,1495,413,1205,10,1925,313,543,165,309,176.50531286894923,-0.935064935064935,173.48242811501598,-0.46006389776357826,-8,169,3.022884753933255,-0.4750010373013568
2014,France,Germany,lose,2.85,3.12,2.72,0,1,0.1299999999999999,83.28,83.28,82.56,81.72,83.83,82.44,83.11,81.22,20.0,893.0,2.0,1318.0,-0.5499999999999972,0.8400000000000034,-0.5499999999999972,0.5,18.0,-425.0,-1,6,1966,791,1387,375,1151,1,2134,907,2036,527,1080,175.34766118836916,-0.9810366624525917,224.4762954796031,-0.6097023153252481,5,-168,-49.128634291233936,-0.3713343471273436
2014,France,Honduras,win,1.27,5.87,11.85,3,0,-10.58,83.28,83.28,82.56,81.72,68.5,68.0,70.0,67.5,20.0,893.0,42.0,692.0,14.780000000000001,15.280000000000001,12.560000000000002,14.219999999999999,-22.0,201.0,3,6,1966,791,1387,375,1151,68,1552,522,789,215,668,175.34766118836916,-0.9810366624525917,151.14942528735634,-0.867816091954023,-62,414,24.198235901012822,-0.1132205704985687
2010,France,Mexico,lose,2.09,3.12,3.83,0,2,-1.7400000000000002,83.28,83.28,82.56,81.72,76.94,77.28,76.17,75.0,7.0,1117.0,17.0,947.0,6.340000000000003,6.0,6.390000000000001,6.719999999999999,-10.0,170.0,-2,17,1802,737,1295,345,1115,11,1846,755,1383,381,803,175.71234735413842,-1.044776119402985,183.17880794701986,-0.5589403973509933,6,-44,-7.466460592881447,-0.48583572205199166
2014,France,Nigeria,win,1.41,4.61,8.63,2,0,-7.220000000000001,83.28,83.28,82.56,81.72,77.5,78.5,71.5,75.0,20.0,893.0,37.0,701.0,5.780000000000001,4.780000000000001,11.060000000000002,6.719999999999999,-17.0,192.0,2,6,1966,791,1387,375,1151,41,1678,582,872,264,605,175.34766118836916,-0.9810366624525917,149.82817869415808,-0.5859106529209622,-35,288,25.519482494211076,-0.39512600953162946
2018,France,Peru,win,1.61,3.89,6.56,1,0,-4.949999999999999,83.28,83.28,82.56,81.72,71.6,73.1,70.7,69.5,9.0,1183.0,11.0,1128.0,11.680000000000007,10.180000000000007,11.86,12.219999999999999,-2.0,55.0,1,2,2094,847,1495,413,1205,16,1855,628,790,204,895,176.50531286894923,-0.935064935064935,125.79617834394905,-1.1003184713375795,-14,239,50.70913452500018,0.1652535362726445
2006,France,South Korea,draw,1.44,3.5,7.0,1,1,-5.5600000000000005,83.28,83.28,82.56,81.72,71.5,71.9,70.2,68.8,5.0,768.0,29.0,680.0,11.780000000000001,11.379999999999995,12.36,12.920000000000002,-24.0,88.0,0,2,2062,686,1232,320,1073,46,1668,780,1477,432,708,179.59183673469389,-1.097667638483965,189.35897435897436,-0.35384615384615387,-44,394,-9.76713762428048,-0.7438214846378111
2006,France,Switzerland,draw,1.65,3.25,5.4,0,0,-3.7500000000000004,83.28,83.28,82.56,81.72,76.94,74.88,75.81,76.44,5.0,768.0,35.0,655.0,6.340000000000003,8.400000000000006,6.75,5.280000000000001,-30.0,113.0,0,2,2062,686,1232,320,1073,15,1847,680,978,217,1253,179.59183673469389,-1.097667638483965,143.8235294117647,-1.5235294117647058,-13,215,35.76830732292919,0.4258617732807408
2014,Germany,Algeria,win,1.31,5.57,10.19,2,1,-8.879999999999999,83.83,82.44,83.11,81.22,77.0,77.0,78.0,76.0,2.0,1318.0,26.0,792.0,6.829999999999998,5.439999999999998,5.109999999999999,5.219999999999999,-24.0,526.0,1,1,2134,907,2036,527,1080,42,1674,539,745,225,566,224.4762954796031,-0.6097023153252481,138.21892393320965,-0.6326530612244898,-41,460,86.25737154639344,0.02295074589924173
2014,Germany,Argentina,win,2.32,3.28,3.39,1,0,-1.0700000000000003,83.83,82.44,83.11,81.22,82.53,84.74,81.05,79.47,2.0,1318.0,3.0,1251.0,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,-1.0,67.0,1,1,2134,907,2036,527,1080,2,2050,964,1814,514,1037,224.4762954796031,-0.6097023153252481,188.17427385892117,-0.5425311203319502,-1,84,36.30202162068193,-0.06717119499329793
2006,Germany,Argentina,draw,2.53,3.0,2.87,1,1,-0.3400000000000003,83.83,82.44,83.11,81.22,82.53,84.74,81.05,79.47,16.0,707.0,4.0,772.0,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,12.0,-65.0,0,6,1977,795,1770,452,969,5,1979,851,1605,445,934,222.64150943396226,-0.650314465408805,188.60164512338423,-0.5746180963572268,1,-2,34.039864310578025,-0.07569636905157817
2010,Germany,Australia,win,1.5,3.9,7.22,4,0,-5.72,83.83,82.44,83.11,81.22,72.17,71.56,71.11,69.28,6.0,1173.0,21.0,857.0,11.659999999999997,10.879999999999995,12.0,11.939999999999998,-15.0,316.0,4,4,2067,851,1896,490,1011,22,1776,459,957,235,525,222.7967097532315,-0.6122209165687427,208.4967320261438,-0.6318082788671024,-18,291,14.299977727087708,0.01958736229835978
